name;rating;convenience;security;functionality;comment

Страусятник 2;3.2;4;4;5;Это здание построено из стандартных строительных материалов.

Канализация 66;3.8;3;2;3;Это здание представляет собой типичный образец современной архитектуры.

Склад 79;0.7;2;2;4;Это здание прекрасно вписывается в окружающий ландшафт.

Плантация 19;2.5;4;1;4;Это здание построено из стандартных строительных материалов.

Плантация 19;1.5;4;5;5;Это здание представляет собой типичный образец современной архитектуры.

Лосятник 72;1.6;1;5;2;Это здание является примером функционального дизайна.

Муравейник 85;0.6;2;2;3;Это здание не имеет особых архитектурных особенностей.

Эскалатор 10;4.0;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Аптека 6;3.3;2;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Банк 23;4.6;4;2;5;Это здание является примером функционального дизайна.

Замок 60;4.9;4;4;2;Это здание имеет стандартную конструкцию.

Коттедж 48;3.9;5;2;1;Это здание представляет собой типичный образец современной архитектуры.

Фабрика 15;3.3;3;2;3;Это здание построено из стандартных строительных материалов.

Пасека 53;2.0;2;2;2;Это великолепное здание!

Библиотека 45;1.5;5;4;1;Это здание представляет собой типичный образец современной архитектуры.

Эскалатор 10;0.2;3;5;3;Это здание прекрасно вписывается в окружающий ландшафт.

Хаус 68;4.0;3;1;1;Это здание очень функционально.

Архив 4;4.5;4;3;3;Это здание имеет стандартную конструкцию.

Пасека 53;4.9;3;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Фазенда 14;3.4;5;1;5;Это здание имеет стандартную конструкцию.

Ангар 46;4.7;3;5;4;Это здание является примером функционального дизайна.

Канализация 66;1.0;1;3;1;Это здание имеет стандартную конструкцию.

Муравейник 66;2.3;5;1;1;Это здание имеет стандартную конструкцию.

Лежбище 78;3.2;4;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Пандус 75;2.5;1;1;5;Это здание имеет стандартную конструкцию.

Лежбище 78;1.7;2;1;5;Это здание является примером функционального дизайна.

Супермаркет 34;0.4;4;1;1;Это здание построено из стандартных строительных материалов.

Нефтепровод 61;4.9;2;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Супермаркет 34;2.1;3;3;3;Это здание имеет стандартную конструкцию.

Убежище 10;1.2;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.

Котельная 75;3.9;1;2;3;Это здание представляет собой типичный образец современной архитектуры.

Кинотеатр 28;2.5;1;3;1;Это здание прекрасно вписывается в окружающий ландшафт.

Муравейник 85;4.7;3;1;5;Это здание имеет стандартную конструкцию.

Берлога 61;0.9;2;4;1;Это здание не имеет особых архитектурных особенностей.

Библиотека 45;3.2;5;2;2;Это здание имеет стандартную конструкцию.

Нефтепровод 61;4.9;1;1;1;Это здание является примером функционального дизайна.

Склад 17;3.8;2;3;3;Это здание не имеет особых архитектурных особенностей.

Замок 60;4.4;2;2;3;Это здание имеет стандартную конструкцию.

Муравейник 66;0.2;2;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Цирк 83;4.0;5;1;2;Это здание является примером функционального дизайна.

Хаус 68;4.6;4;1;2;Это здание прекрасно вписывается в окружающий ландшафт.

Фазенда 14;0.3;2;4;4;Это здание не имеет особых архитектурных особенностей.

Аптека 69;1.8;4;1;1;Это здание не имеет особых архитектурных особенностей.

Силок 55;0.8;1;1;4;Это здание является примером функционального дизайна.

Гараж 68;2.1;1;1;5;Это здание построено из стандартных строительных материалов.

Причал 13;1.6;2;3;1;У этого здания отличная архитектура.

Лежбище 78;1.5;5;3;3;Это здание не имеет особых архитектурных особенностей.

Аптека 19;2.1;5;3;3;Это здание построено из стандартных строительных материалов.

Чердак 3;4.5;5;2;3;Это здание является примером функционального дизайна.

Гараж 68;4.5;5;3;3;Это здание имеет стандартную конструкцию.

Отель 48;3.0;1;4;5;Это здание не имеет особых архитектурных особенностей.

Гараж 68;2.4;4;2;4;Это здание представляет собой типичный образец современной архитектуры.

Замок 70;2.8;4;2;3;Это здание прекрасно вписывается в окружающий ландшафт.

Петля 65;0.1;4;2;2;У этого здания отличная архитектура.

Фабрика 15;2.9;2;4;3;Это здание не имеет особых архитектурных особенностей.

Ферма 34;0.7;3;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Бункер 4;1.3;3;2;2;Это здание не имеет особых архитектурных особенностей.

Замок 70;3.9;5;4;5;Это здание построено из стандартных строительных материалов.

Плантация 19;4.9;2;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Теплотрасса 42;2.1;3;2;5;Это здание является примером функционального дизайна.

Коровник 49;4.5;5;5;5;Это здание представляет собой типичный образец современной архитектуры.

Банк 23;2.2;2;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Архив 4;0.6;3;2;4;Это здание прекрасно вписывается в окружающий ландшафт.

Курятник 86;1.2;1;5;3;Это здание не имеет особых архитектурных особенностей.

Подвал 53;2.7;2;4;4;Это здание построено из стандартных строительных материалов.

Пасека 81;0.7;1;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Бомбоубежище 39;3.9;2;3;3;У этого здания отличная архитектура.

Коровник 49;4.8;5;2;1;У этого здания отличная архитектура.

Путепровод 78;1.3;4;2;4;Это здание построено из стандартных строительных материалов.

Архив 4;0.3;1;2;5;Это здание имеет стандартную конструкцию.

Улей 31;4.8;2;1;3;Это здание является примером функционального дизайна.

Ресторан 51;1.7;1;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Курятник 60;2.6;5;5;5;Это здание очень функционально.

Склад 17;2.3;5;3;2;Это здание построено из стандартных строительных материалов.

Замок 70;0.2;5;4;5;Это здание представляет собой типичный образец современной архитектуры.

Причал 13;3.1;1;2;4;Это великолепное здание!

Аптека 69;2.8;1;3;1;Это здание является примером функционального дизайна.

Банк 23;4.9;1;1;3;Это здание очень функционально.

Гнездо 3;0.6;4;5;4;Это здание является примером функционального дизайна.

Хаус 68;0.6;1;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Берлога 61;1.4;4;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Гнездо 3;4.5;1;2;3;Это здание имеет стандартную конструкцию.

Склад 17;3.3;1;4;5;Это здание является примером функционального дизайна.

Муравейник 85;4.9;5;4;3;Это здание имеет стандартную конструкцию.

Мушиный лабиринт 4;0.5;2;5;2;Мне нравится дизайн этого здания.

Канализация 66;2.7;4;3;2;Это здание имеет стандартную конструкцию.

Маяк 93;2.8;2;4;5;Это здание имеет стандартную конструкцию.

Хаус 68;2.6;2;4;4;Это здание имеет стандартную конструкцию.

Конюшня 37;2.7;5;3;3;Это здание является примером функционального дизайна.

Крольчатник 45;1.4;3;3;5;Это здание представляет собой типичный образец современной архитектуры.

Улей 31;2.1;3;4;4;Это здание является примером функционального дизайна.

Овчарня 15;0.8;3;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Теплотрасса 42;4.7;5;3;4;Это здание имеет стандартную конструкцию.

Банк 23;4.3;3;3;5;Это здание построено из стандартных строительных материалов.

Ферма 34;4.6;4;4;2;Это здание построено из стандартных строительных материалов.

Пасека 81;3.8;1;4;5;Это здание является примером функционального дизайна.

Теплотрасса 42;4.4;3;5;2;Это здание очень функционально.

Убежище 10;2.5;4;1;1;Это здание представляет собой типичный образец современной архитектуры.

Фабрика 15;2.9;4;1;2;Это здание имеет стандартную конструкцию.

Муравейник 85;3.7;3;1;2;Это здание имеет стандартную конструкцию.

Склад 79;2.1;4;4;1;Это здание является примером функционального дизайна.

Плантация 19;2.7;2;3;4;Это здание не имеет особых архитектурных особенностей.

Ферма 34;1.0;3;4;4;Это здание построено из стандартных строительных материалов.

Теплотрасса 42;2.3;3;5;5;Мне нравится дизайн этого здания.

Кинотеатр 28;4.6;1;1;4;Это великолепное здание!

Банк 23;0.6;2;4;5;Это здание является примером функционального дизайна.

Страусятник 2;3.8;4;1;2;Это здание очень функционально.

Замок 60;3.5;1;5;2;Это здание очень функционально.

Архив 4;0.1;5;5;1;Это великолепное здание!

Гнездо 30;1.0;4;5;1;Это здание очень функционально.

Фабрика 15;3.3;5;1;2;Это здание очень функционально.

Плантация 19;4.9;5;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Курятник 60;2.2;4;3;2;Это здание представляет собой типичный образец современной архитектуры.

Петля 65;0.7;5;2;4;Это здание имеет стандартную конструкцию.

Замок 70;4.8;3;3;1;Это здание не имеет особых архитектурных особенностей.

Гнездо 30;3.6;2;2;1;Это великолепное здание!

Цирк 83;0.9;3;3;5;Это здание представляет собой типичный образец современной архитектуры.

Аптека 69;4.2;2;2;5;Это здание очень функционально.

Развязка 10;3.9;5;3;4;Мне нравится дизайн этого здания.

Силок 55;4.5;2;1;1;Это великолепное здание!

Канализация 66;3.6;5;2;1;Это здание является примером функционального дизайна.

Отель 48;2.3;5;1;5;Это здание очень функционально.

Хаус 68;2.7;4;2;2;Это здание является примером функционального дизайна.

Плантация 19;3.2;5;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Петля 65;3.1;3;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Страусятник 2;2.4;3;3;4;Это здание имеет стандартную конструкцию.

Муравейник 85;2.4;2;2;1;У этого здания отличная архитектура.

Муравейник 85;0.4;5;2;2;Это здание не имеет особых архитектурных особенностей.

Нефтепровод 61;2.3;2;3;4;У этого здания отличная архитектура.

Фабрика 15;3.1;1;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Фазенда 14;2.5;1;1;1;Это здание не имеет особых архитектурных особенностей.

Ангар 46;4.4;4;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Замок 70;0.8;3;1;2;Это здание представляет собой типичный образец современной архитектуры.

Теплотрасса 42;4.8;1;2;5;Это здание построено из стандартных строительных материалов.

Супермаркет 34;2.0;2;5;5;Это здание прекрасно вписывается в окружающий ландшафт.

Ресторан 51;3.6;1;2;1;Это здание построено из стандартных строительных материалов.

Пасека 53;1.9;3;3;4;У этого здания отличная архитектура.

Отель 48;0.6;1;1;4;Это здание имеет стандартную конструкцию.

Аптека 6;3.7;2;1;2;Это здание очень функционально.

Подвал 53;1.3;3;3;1;Это здание является примером функционального дизайна.

Архив 4;2.3;4;5;4;Это здание прекрасно вписывается в окружающий ландшафт.

Коровник 49;1.2;1;2;3;Это великолепное здание!

Пасека 81;0.5;5;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Теплотрасса 42;3.6;3;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Фазенда 14;5.0;5;4;2;Это здание прекрасно вписывается в окружающий ландшафт.

Ферма 62;0.8;3;5;3;Это здание прекрасно вписывается в окружающий ландшафт.

Ферма 62;1.3;5;5;1;Это здание является примером функционального дизайна.

Фазенда 14;4.1;2;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Коттедж 48;0.5;4;3;5;Это здание очень функционально.

Крольчатник 45;2.0;4;3;1;Это здание является примером функционального дизайна.

Подвал 53;2.4;2;2;3;Это здание является примером функционального дизайна.

Лосятник 72;0.1;4;3;4;Это здание не имеет особых архитектурных особенностей.

Мушиный лабиринт 4;2.0;1;1;4;Это здание не имеет особых архитектурных особенностей.

Библиотека 45;3.1;4;4;3;Это здание является примером функционального дизайна.

Аптека 6;3.9;4;4;4;Это здание представляет собой типичный образец современной архитектуры.

Пасека 53;3.1;5;5;5;Мне нравится дизайн этого здания.

Кинотеатр 28;2.9;3;4;1;Это здание прекрасно вписывается в окружающий ландшафт.

Берлога 61;1.9;2;1;3;Это здание очень функционально.

Петля 65;4.9;2;1;2;Это здание является примером функционального дизайна.

Фабрика 15;1.8;4;3;1;Мне нравится дизайн этого здания.

Мушиный лабиринт 4;2.1;4;2;1;Это здание очень функционально.

Курятник 60;2.4;1;5;5;Это здание имеет стандартную конструкцию.

Ферма 62;4.9;2;4;1;Это здание не имеет особых архитектурных особенностей.

Фабрика 15;1.0;1;3;1;Это здание очень функционально.

Пандус 75;0.5;1;2;4;Это великолепное здание!

Ферма 62;3.5;1;2;5;У этого здания отличная архитектура.

Чердак 3;0.9;3;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Канализация 66;2.0;2;1;3;Это здание представляет собой типичный образец современной архитектуры.

Банк 23;2.5;4;5;3;Это здание имеет стандартную конструкцию.

Пандус 75;2.3;4;1;1;Это здание является примером функционального дизайна.

Берлога 61;1.2;2;1;3;Это здание очень функционально.

Замок 60;0.2;1;5;5;Это здание не имеет особых архитектурных особенностей.

Цирк 83;4.0;4;2;1;Это здание очень функционально.

Берлога 61;0.5;1;5;3;Это здание имеет стандартную конструкцию.

Библиотека 45;4.8;2;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Подвал 53;3.3;3;1;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Курятник 60;5.0;2;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Супермаркет 34;4.0;2;2;3;Это здание представляет собой типичный образец современной архитектуры.

Бункер 4;0.4;2;4;2;Мне нравится дизайн этого здания.

Силок 55;0.9;4;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Замок 70;2.0;3;2;1;У этого здания отличная архитектура.

Ферма 34;0.7;1;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Путепровод 78;0.5;1;4;5;Мне нравится дизайн этого здания.

Бункер 4;0.9;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Хаус 68;2.6;5;1;3;Это здание прекрасно вписывается в окружающий ландшафт.

Склад 17;3.6;4;4;4;Это здание представляет собой типичный образец современной архитектуры.

Путепровод 78;4.6;5;1;5;У этого здания отличная архитектура.

Гнездо 3;4.0;3;1;2;Это великолепное здание!

Подвал 53;4.9;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Ангар 46;3.4;4;4;5;Это здание является примером функционального дизайна.

Гараж 68;3.0;3;5;5;Это здание является примером функционального дизайна.

Коровник 49;4.4;5;1;1;Мне нравится дизайн этого здания.

Архив 4;2.8;5;3;5;Это здание прекрасно вписывается в окружающий ландшафт.

Страусятник 2;4.4;2;2;3;Это здание является примером функционального дизайна.

Док 38;2.4;3;2;1;Это здание представляет собой типичный образец современной архитектуры.

Маяк 93;2.1;2;1;4;Это здание представляет собой типичный образец современной архитектуры.

Замок 70;5.0;3;5;1;Это здание построено из стандартных строительных материалов.

Муравейник 85;4.5;3;1;2;Это великолепное здание!

Фабрика 15;4.0;2;5;3;Это здание является примером функционального дизайна.

Крольчатник 45;1.6;3;4;3;Это здание представляет собой типичный образец современной архитектуры.

Чердак 3;1.5;3;5;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Гнездо 30;2.3;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Путепровод 78;4.1;2;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Муравейник 85;2.4;3;3;3;Это здание является примером функционального дизайна.

Ангар 46;1.9;5;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Коровник 49;4.7;4;1;4;Это здание имеет стандартную конструкцию.

Супермаркет 34;2.0;5;1;4;Это здание не имеет особых архитектурных особенностей.

Пасека 53;2.3;5;4;1;Это здание не имеет особых архитектурных особенностей.

Кинотеатр 28;4.7;1;1;4;Это здание является примером функционального дизайна.

Гнездо 3;0.8;4;3;3;Это здание является примером функционального дизайна.

Хаус 68;1.6;3;2;5;Это здание является примером функционального дизайна.

Архив 4;2.9;2;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Котельная 75;3.6;1;2;1;Это здание построено из стандартных строительных материалов.

Муравейник 85;2.8;3;3;1;Это здание является примером функционального дизайна.

Петля 65;3.0;3;4;1;Мне нравится дизайн этого здания.

Бункер 31;3.0;5;2;1;Это здание прекрасно вписывается в окружающий ландшафт.

Отель 79;0.5;2;1;4;Это здание построено из стандартных строительных материалов.

Причал 13;0.9;1;4;3;Это здание представляет собой типичный образец современной архитектуры.

Пандус 75;0.3;3;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Замок 60;1.6;2;1;5;Это здание построено из стандартных строительных материалов.

Ангар 46;0.7;2;1;4;Это здание не имеет особых архитектурных особенностей.

Страусятник 2;4.3;1;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Муравейник 66;4.0;3;3;5;Это здание построено из стандартных строительных материалов.

Цирк 83;2.9;3;5;2;Это здание имеет стандартную конструкцию.

Аптека 6;4.4;1;1;4;Это здание является примером функционального дизайна.

Гнездо 3;1.1;1;2;3;Мне нравится дизайн этого здания.

Нефтепровод 61;0.4;5;1;2;Это здание очень функционально.

Причал 13;3.0;4;5;5;Это здание прекрасно вписывается в окружающий ландшафт.

Кинотеатр 28;0.6;5;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Гнездо 3;2.0;2;4;2;Это здание очень функционально.

Архив 4;3.6;5;2;4;Это здание построено из стандартных строительных материалов.

Муравейник 85;1.3;1;4;3;Это здание прекрасно вписывается в окружающий ландшафт.

Супермаркет 34;0.1;1;1;2;Это здание является примером функционального дизайна.

Плантация 19;2.8;3;2;5;Это здание прекрасно вписывается в окружающий ландшафт.

Пасека 81;4.1;2;2;2;Это здание не имеет особых архитектурных особенностей.

Улей 31;1.3;4;3;1;Это здание является примером функционального дизайна.

Гнездо 3;3.6;5;2;5;Это здание построено из стандартных строительных материалов.

Склад 79;1.4;4;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Ангар 46;4.3;5;5;5;У этого здания отличная архитектура.

Муравейник 85;2.2;1;5;1;Это здание построено из стандартных строительных материалов.

Убежище 10;1.4;4;4;5;Это великолепное здание!

Бункер 31;5.0;2;1;5;Это здание прекрасно вписывается в окружающий ландшафт.

Фазенда 14;3.9;1;3;4;Это здание очень функционально.

Путепровод 78;1.1;3;1;2;Это здание не имеет особых архитектурных особенностей.

Петля 65;0.3;5;3;3;Это здание является примером функционального дизайна.

Бомбоубежище 39;4.7;1;3;4;Это здание очень функционально.

Силок 55;3.4;4;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Мушиный лабиринт 4;5.0;5;3;4;Это здание имеет стандартную конструкцию.

Библиотека 45;2.5;4;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Аптека 69;0.3;1;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Супермаркет 34;0.9;1;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Лосятник 72;2.7;5;4;5;Это здание построено из стандартных строительных материалов.

Курятник 86;0.2;4;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Кинотеатр 28;0.2;3;2;5;Это здание является примером функционального дизайна.

Нефтепровод 61;0.5;5;1;1;Это великолепное здание!

Крольчатник 45;2.7;4;2;5;Это великолепное здание!

Котельная 75;0.6;2;2;3;Это здание имеет стандартную конструкцию.

Курятник 86;3.1;3;3;5;Это здание имеет стандартную конструкцию.

Замок 60;2.4;1;1;4;Это здание имеет стандартную конструкцию.

Замок 70;0.4;2;2;1;У этого здания отличная архитектура.

Замок 60;4.2;1;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Гараж 68;4.0;4;3;4;Это здание представляет собой типичный образец современной архитектуры.

Отель 79;3.2;4;3;5;Это здание построено из стандартных строительных материалов.

Аптека 6;1.1;5;1;2;Это здание построено из стандартных строительных материалов.

Ферма 62;3.4;1;4;3;Это здание имеет стандартную конструкцию.

Петля 65;4.8;3;4;3;Это здание прекрасно вписывается в окружающий ландшафт.

Теплотрасса 42;4.5;2;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Аптека 69;1.6;3;5;1;Это здание представляет собой типичный образец современной архитектуры.

Фазенда 14;4.5;4;2;4;Это здание построено из стандартных строительных материалов.

Овчарня 15;2.3;5;3;1;Это здание очень функционально.

Теплотрасса 42;3.8;1;5;4;Это здание представляет собой типичный образец современной архитектуры.

Аптека 6;3.9;3;4;3;Это здание является примером функционального дизайна.

Пасека 81;3.0;3;2;4;Это здание является примером функционального дизайна.

Страусятник 2;4.7;4;3;2;У этого здания отличная архитектура.

Гнездо 30;3.5;5;3;4;Мне нравится дизайн этого здания.

Док 38;3.0;5;2;1;Это здание представляет собой типичный образец современной архитектуры.

Гнездо 3;3.3;2;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Ферма 34;3.0;5;4;5;Это великолепное здание!

Силок 55;1.1;5;1;1;Это великолепное здание!

Замок 70;3.5;4;3;4;У этого здания отличная архитектура.

Страусятник 2;4.0;4;1;4;Мне нравится дизайн этого здания.

Убежище 10;1.0;3;3;4;Это здание является примером функционального дизайна.

Эскалатор 10;4.7;1;1;1;Это здание построено из стандартных строительных материалов.

Страусятник 2;2.8;2;1;1;Это здание не имеет особых архитектурных особенностей.

Страусятник 2;2.0;5;5;1;Это великолепное здание!

Овчарня 15;4.2;3;5;4;Это здание является примером функционального дизайна.

Замок 70;2.6;2;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Конюшня 37;2.6;3;2;5;Это здание не имеет особых архитектурных особенностей.

Курятник 86;4.8;5;2;1;Это здание не имеет особых архитектурных особенностей.

Фабрика 15;4.3;1;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Плантация 19;2.0;4;4;2;Это здание представляет собой типичный образец современной архитектуры.

Кинотеатр 28;0.8;1;2;5;Это здание представляет собой типичный образец современной архитектуры.

Кинотеатр 28;0.5;3;2;4;Это здание имеет стандартную конструкцию.

Путепровод 78;0.8;2;4;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Бункер 4;0.7;2;2;1;Это здание не имеет особых архитектурных особенностей.

Банк 23;3.8;4;2;2;Это здание построено из стандартных строительных материалов.

Развязка 10;2.1;3;1;4;Мне нравится дизайн этого здания.

Ферма 62;0.5;3;3;5;У этого здания отличная архитектура.

Ферма 62;0.9;5;5;4;Это здание является примером функционального дизайна.

Причал 13;4.1;5;4;4;У этого здания отличная архитектура.

Склад 17;1.2;3;5;5;У этого здания отличная архитектура.

Ферма 62;1.2;4;5;3;Это здание имеет стандартную конструкцию.

Пасека 53;2.3;4;3;3;Это здание имеет стандартную конструкцию.

Котельная 75;0.5;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.

Архив 4;2.4;1;3;4;Это здание представляет собой типичный образец современной архитектуры.

Развязка 10;4.1;1;5;4;Это здание представляет собой типичный образец современной архитектуры.

Отель 79;0.6;1;1;4;Это здание построено из стандартных строительных материалов.

Курятник 86;2.6;4;1;4;Это здание построено из стандартных строительных материалов.

Муравейник 85;4.1;1;2;1;Это здание построено из стандартных строительных материалов.

Страусятник 2;2.3;2;4;5;Это здание очень функционально.

Пасека 53;1.7;3;5;3;Это здание не имеет особых архитектурных особенностей.

Пандус 75;3.6;3;1;4;Это здание прекрасно вписывается в окружающий ландшафт.

Бункер 4;2.8;4;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Муравейник 66;4.4;1;4;3;Мне нравится дизайн этого здания.

Отель 48;4.4;2;4;5;Это здание представляет собой типичный образец современной архитектуры.

Котельная 75;0.7;3;3;5;Это здание очень функционально.

Замок 60;1.2;5;2;5;Это здание представляет собой типичный образец современной архитектуры.

Гараж 68;2.8;1;1;3;Это здание является примером функционального дизайна.

Пасека 81;3.4;4;3;5;Это здание представляет собой типичный образец современной архитектуры.

Мушиный лабиринт 4;4.4;3;4;5;У этого здания отличная архитектура.

Замок 60;4.2;4;2;4;Это здание является примером функционального дизайна.

Канализация 66;3.5;1;1;3;Это здание построено из стандартных строительных материалов.

Аптека 19;1.9;1;5;4;У этого здания отличная архитектура.

Бункер 31;1.4;2;4;4;Это здание построено из стандартных строительных материалов.

Склад 79;3.9;4;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Бункер 31;0.8;1;5;2;Это здание очень функционально.

Подвал 53;3.8;4;4;5;Это здание построено из стандартных строительных материалов.

Овчарня 15;0.7;5;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Подвал 53;0.8;4;1;5;Мне нравится дизайн этого здания.
